time_s,temperature,target
135.0,234.3,240.0
136.0,234.3,240.0
137.0,235.4,240.0
138.0,234.9,240.0
139.0,235.4,240.0
139.9,235.9,240.0
140.9,236.9,240.0
141.9,236.9,240.0
142.9,237.5,240.0
143.9,237.5,240.0
144.9,236.9,240.0
145.9,238.6,240.0
146.9,238.6,240.0
147.9,238.0,240.0
148.9,238.0,240.0
149.9,238.6,240.0
150.9,238.6,240.0
151.9,238.0,240.0
152.9,238.6,240.0
153.9,238.6,240.0
154.9,238.6,240.0
155.9,238.6,240.0
156.9,239.1,240.0
158.0,239.1,240.0
159.0,239.1,240.0
160.0,239.1,240.0
161.0,239.1,240.0
162.0,239.1,240.0
163.0,238.6,240.0
164.0,238.6,240.0
165.0,238.6,240.0
166.0,238.6,240.0
167.0,238.6,240.0
168.0,238.6,240.0
169.0,238.6,240.0
170.0,238.6,240.0
171.0,238.6,240.0
172.0,238.6,240.0
173.0,238.6,240.0
174.0,237.5,240.0
175.0,238.0,240.0
176.0,238.0,240.0
177.0,238.0,240.0
178.0,238.0,240.0
179.0,238.6,240.0
180.0,236.9,240.0
181.0,237.5,240.0
182.0,238.0,240.0
183.0,238.0,240.0
184.0,238.0,240.0
184.9,236.9,240.0
185.9,236.9,240.0
186.9,237.5,240.0
187.9,237.5,240.0
188.9,237.5,240.0
189.9,236.9,240.0
190.9,237.5,240.0
191.9,237.5,240.0
192.9,237.5,240.0
193.9,237.5,240.0
194.9,238.6,240.0
195.9,238.0,240.0
196.9,238.6,240.0
197.9,237.5,240.0
198.9,238.0,240.0
199.9,237.5,240.0
200.9,237.5,240.0
201.9,238.0,240.0
203.0,238.0,240.0
204.0,238.0,240.0
205.0,238.6,240.0
206.0,238.6,240.0
207.0,238.6,240.0
208.0,236.9,240.0
209.0,238.6,240.0
210.0,238.0,240.0
211.0,238.6,240.0
212.0,238.0,240.0
213.0,238.6,240.0
214.0,238.6,240.0
215.0,238.0,240.0
216.0,238.6,240.0
217.0,238.6,240.0
218.0,238.6,240.0
219.0,238.6,240.0
220.0,238.6,240.0
221.0,238.6,240.0
222.0,238.6,240.0
223.0,238.6,240.0
224.0,238.6,240.0
225.0,238.6,240.0
226.0,239.1,240.0
227.0,238.6,240.0
228.0,238.6,240.0
229.0,238.0,240.0
230.0,239.1,240.0
230.9,238.6,240.0
231.9,238.0,240.0
232.9,239.1,240.0
233.9,238.6,240.0
234.9,238.0,240.0
235.9,239.1,240.0
236.9,238.6,240.0
237.9,238.6,240.0
238.9,239.1,240.0
239.9,239.1,240.0
240.9,239.1,240.0
241.9,239.7,240.0
242.9,238.6,240.0
243.9,239.1,240.0
244.9,240.2,240.0
245.9,239.7,240.0
246.9,240.2,240.0
247.9,239.7,240.0
249.0,238.6,240.0
250.0,239.7,240.0
251.0,238.6,240.0
252.0,239.1,240.0
253.0,239.7,240.0
254.0,240.8,240.0
255.0,239.7,240.0
256.0,240.2,240.0
257.0,240.2,240.0
258.0,240.2,240.0
259.0,240.2,240.0
260.0,240.2,240.0
261.0,240.2,240.0
262.0,240.2,0.0
263.0,240.2,0.0
264.0,240.8,0.0
